category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
lower legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1490-6HmFgmx.gif,1490,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1490-6HmFgmx.jpg,"Stand on the edge of a step or a sturdy platform with your heels hanging off and your toes on the step. Hold onto a railing or wall for balance if needed. Slowly raise your heels as high as possible, lifting your body weight onto the balls of your feet. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,standing calf raise (on a staircase),standing calf raise (on a staircase),standing calf raise (on a staircase),standing calf raise (on a staircase),standing calf raise (on a staircase),Imported from rahulsaroh/exercises-dataset.,ankles,,ankles; feet,exercises-dataset-github,
lower legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1397-XIHEoCG.gif,1397,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1397-XIHEoCG.jpg,"Stand with your feet shoulder-width apart, toes pointing forward. Raise your heels off the ground as high as possible, standing on your toes. Hold the position for a moment, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,standing calves,standing calves,standing calves,standing calves,standing calves,Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; glutes,exercises-dataset-github,
lower legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1398-qOKcgVP.gif,1398,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1398-qOKcgVP.jpg,"Stand facing a wall or sturdy object, about an arm's length away. Place your hands on the wall or object at shoulder height. Step back with one foot, keeping your heel flat on the ground. Bend your front knee slightly and lean forward, keeping your back leg straight. You should feel a stretch in your calf muscle. Hold the stretch for 20-30 seconds. Repeat on the other leg.",False,isolation,standing calves calf stretch,standing calves calf stretch,standing calves calf stretch,standing calves calf stretch,standing calves calf stretch,Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; glutes,exercises-dataset-github,
upper legs,,,beginner,rope,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1599-xTjr103.gif,1599,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1599-xTjr103.jpg,"Stand upright with your feet shoulder-width apart. Hold the strap with both hands and place it around the ball of your foot. Keep your leg straight and slowly lean forward from your hips, keeping your back straight. Feel the stretch in your hamstring and calf muscles. Hold the stretch for 20-30 seconds. Release the stretch and repeat with the other leg. Repeat for the desired number of repetitions.",False,isolation,standing hamstring and calf stretch with strap,standing hamstring and calf stretch with strap,standing hamstring and calf stretch with strap,standing hamstring and calf stretch with strap,standing hamstring and calf stretch with strap,Imported from rahulsaroh/exercises-dataset.,calves,,calves,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0794-1jXLYEw.gif,0794,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0794-1jXLYEw.jpg,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out to the sides, parallel to the ground. Slowly lean your upper body to one side, feeling a stretch in your side and lats. Hold the stretch for 15-30 seconds. Return to the starting position and repeat on the other side. Repeat for the desired number of repetitions.",False,isolation,standing lateral stretch,standing lateral stretch,standing lateral stretch,standing lateral stretch,standing lateral stretch,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; obliques,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1364-cuKYxhu.gif,1364,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1364-cuKYxhu.jpg,"Stand with your feet shoulder-width apart and your knees slightly bent. Place your hands on your hips or let them hang by your sides. Engage your core muscles and tilt your pelvis forward, pushing your lower back towards the wall behind you. Hold the position for a few seconds, then release and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,standing pelvic tilt,standing pelvic tilt,standing pelvic tilt,standing pelvic tilt,standing pelvic tilt,Imported from rahulsaroh/exercises-dataset.,abdominals,,abdominals,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0795-C5jncD2.gif,0795,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0795-C5jncD2.jpg,"Stand with your feet hip-width apart and your hands on your hips. Shift your weight onto your left leg and lift your right foot off the ground, bending your knee. Slowly curl your right heel towards your glutes, squeezing your hamstring. Pause for a moment at the top, then slowly lower your right foot back down to the starting position. Repeat for the desired number of repetitions, then switch legs.",False,isolation,standing single leg curl,standing single leg curl,standing single leg curl,standing single leg curl,standing single leg curl,Imported from rahulsaroh/exercises-dataset.,glutes,,glutes,exercises-dataset-github,
waist,,,beginner,wheel roller,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0796-KtRomty.gif,0796,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0796-KtRomty.jpg,"Start by standing tall with your feet shoulder-width apart and the wheel roller in front of you. Bend at your waist and slowly roll the wheel forward, keeping your back straight and your core engaged. Continue rolling forward until you feel a stretch in your abs and your body is extended as far as possible. Pause for a moment, then slowly roll the wheel back towards your body, returning to the starting position. Repeat for the desired number of repetitions.",False,isolation,standing wheel rollerout,standing wheel rollerout,standing wheel rollerout,standing wheel rollerout,standing wheel rollerout,Imported from rahulsaroh/exercises-dataset.,lower back,,lower back; shoulders,exercises-dataset-github,
cardio,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3223-HtfCpfi.gif,3223,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3223-HtfCpfi.jpg,"Stand with your feet shoulder-width apart and your arms by your sides. Bend your knees slightly and jump up explosively. As you jump, spread your legs and extend your arms out to the sides, forming a star shape with your body. Land softly on the balls of your feet with your knees slightly bent. Repeat for the desired number of repetitions.",False,isolation,star jump (male),star jump (male),star jump (male),star jump (male),star jump (male),Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
cardio,,,beginner,stationary bike,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2138-H1PESYI.gif,2138,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2138-H1PESYI.jpg,Adjust the seat height and position to ensure proper alignment. Place your feet on the pedals and secure them with the straps if available. Start pedaling at a comfortable pace. Maintain a steady rhythm and increase the resistance as desired. Engage your core muscles to maintain stability and proper posture. Continue pedaling for the desired duration of your workout. Gradually decrease the resistance and slow down before coming to a complete stop. Stretch your legs and cool down after the workout.,False,isolation,stationary bike run v. 3,stationary bike run v. 3,stationary bike run v. 3,stationary bike run v. 3,stationary bike run v. 3,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
cardio,,,beginner,leverage machine,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0798-a8VDgLw.gif,0798,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0798-a8VDgLw.jpg,"Adjust the seat height and position on the stationary bike to ensure proper alignment. Place your feet on the pedals and secure them with the straps if available. Start pedaling at a comfortable pace, keeping your back straight and core engaged. Maintain a steady rhythm and increase the resistance level if desired. Continue pedaling for the desired duration of your cardio workout. Cool down by gradually reducing your pace and resistance level. Stretch your leg muscles after the workout to prevent tightness and promote recovery.",False,isolation,stationary bike walk,stationary bike walk,stationary bike walk,stationary bike walk,stationary bike walk,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3314-HfqciZF.gif,3314,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3314-HfqciZF.jpg,"Start by hanging from a pair of rings with your arms fully extended and your body in a straight line. Spread your legs wide apart, forming a straddle position. Engage your core and slowly lower your body until your arms are parallel to the ground. Hold this position for a few seconds, then push yourself back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,straddle maltese,straddle maltese,straddle maltese,straddle maltese,straddle maltese,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; chest,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3298-BL3GHeY.gif,3298,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3298-BL3GHeY.jpg,"Start in a push-up position with your hands shoulder-width apart and your feet spread wide apart. Engage your core and slowly shift your weight forward, bringing your shoulders over your hands. Bend your elbows and lower your body towards the ground, keeping your elbows close to your sides. Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,straddle planche,straddle planche,straddle planche,straddle planche,straddle planche,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; triceps; chest,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1427-mQ1tBXn.gif,1427,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1427-mQ1tBXn.jpg,"Lie on your side with your legs straight and stacked on top of each other. Place your bottom arm under your head for support. Engage your core and lift your top leg as high as possible without rotating your hips or leaning backward. Pause for a moment at the top, then slowly lower your leg back down to the starting position. Repeat for the desired number of repetitions, then switch sides.",False,isolation,straight leg outer hip abductor,straight leg outer hip abductor,straight leg outer hip abductor,straight leg outer hip abductor,straight leg outer hip abductor,Imported from rahulsaroh/exercises-dataset.,glutes,,glutes; hamstrings,exercises-dataset-github,
chest,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0803-4GqRrAk.gif,0803,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0803-4GqRrAk.jpg,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. Engage your core and lower your body towards the ground, keeping your elbows close to your sides. As you lower your body, simultaneously lift your right arm and left leg off the ground, extending them straight out. Pause for a moment at the top, then lower your arm and leg back down while pushing yourself back up to the starting position. Repeat the movement, this time lifting your left arm and right leg. Continue alternating sides for the desired number of repetitions.",False,isolation,superman push-up,superman push-up,superman push-up,superman push-up,superman push-up,Imported from rahulsaroh/exercises-dataset.,core,,core; shoulders,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0805-X3TCNEU.gif,0805,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0805-X3TCNEU.jpg,"Attach a suspension trainer to a high anchor point and adjust the straps to waist height. Stand facing away from the anchor point and hold the handles with your arms extended in front of you. Lean forward at the waist, keeping your body straight and your core engaged. Lower your body as far as you can while maintaining control and tension in your abs. Pause for a moment at the bottom, then slowly raise your body back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,suspended abdominal fallout,suspended abdominal fallout,suspended abdominal fallout,suspended abdominal fallout,suspended abdominal fallout,Imported from rahulsaroh/exercises-dataset.,obliques,,obliques; hip flexors,exercises-dataset-github,
chest,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0806-IaGQCrC.gif,0806,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0806-IaGQCrC.jpg,"Find a suspension trainer and adjust it to an appropriate height. Stand facing away from the anchor point and hold the handles with an overhand grip. Walk your feet forward, leaning your body forward until your weight is supported by the suspension trainer. Keep your body straight from head to heels, engage your core, and lower your chest towards the handles. Push through your chest and arms to return to the starting position. Repeat for the desired number of repetitions.",False,isolation,suspended push-up,suspended push-up,suspended push-up,suspended push-up,suspended push-up,Imported from rahulsaroh/exercises-dataset.,triceps,,triceps; shoulders; core,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0807-R1WYG5D.gif,0807,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0807-R1WYG5D.jpg,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your knees up towards your chest, curling your pelvis towards your ribcage. Pause for a moment at the top, then slowly lower your knees back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,suspended reverse crunch,suspended reverse crunch,suspended reverse crunch,suspended reverse crunch,suspended reverse crunch,Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0808-4OaumBr.gif,0808,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0808-4OaumBr.jpg,"Set up a suspension trainer at an appropriate height. Stand facing the anchor point with your feet shoulder-width apart. Hold the handles with an overhand grip, palms facing each other. Lean back, keeping your body straight and your heels on the ground. Pull your chest towards the handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back to the starting position. Repeat for the desired number of repetitions.",False,isolation,suspended row,suspended row,suspended row,suspended row,suspended row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; shoulders,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0809-QpXqiq8.gif,0809,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0809-QpXqiq8.jpg,"Stand facing away from a suspension trainer with your feet shoulder-width apart. Extend one leg forward and place the top of your foot in the foot cradle of the suspension trainer. Bend your standing leg and lower your body down into a lunge position, keeping your chest up and your knee in line with your toes. Push through your heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs.",False,isolation,suspended split squat,suspended split squat,suspended split squat,suspended split squat,suspended split squat,Imported from rahulsaroh/exercises-dataset.,glutes,,glutes; hamstrings; calves,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3433-SP3hUez.gif,3433,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3433-SP3hUez.jpg,"Lie face down on a mat with your arms extended overhead. Engage your core and lift your chest and legs off the ground simultaneously. Kick your legs up and down in a fluttering motion, as if you were swimming. Continue kicking for the desired number of repetitions. Lower your chest and legs back down to the starting position.",False,isolation,swimmer kicks v. 2 (male),swimmer kicks v. 2 (male),swimmer kicks v. 2 (male),swimmer kicks v. 2 (male),swimmer kicks v. 2 (male),Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; quadriceps; calves,exercises-dataset-github,
cardio,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3318-tnaj0mT.gif,3318,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3318-tnaj0mT.jpg,"Stand with your feet shoulder-width apart and knees slightly bent. Hold your arms straight out in front of you, parallel to the ground. Engage your core and swing your arms in a circular motion, rotating your torso as you do so. Continue the circular motion, swinging your arms and rotating your torso for the desired number of repetitions. Remember to breathe throughout the exercise.",False,isolation,swing 360,swing 360,swing 360,swing 360,swing 360,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; core,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1753-DQ0cqkT.gif,1753,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1753-DQ0cqkT.jpg,"Sit on a bench with your hands gripping the edge, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body until your upper arms are parallel to the ground. Push yourself back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,three bench dip,three bench dip,three bench dip,three bench dip,three bench dip,Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
upper legs,,,beginner,tire,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2459-oZjMu1t.gif,2459,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2459-oZjMu1t.jpg,"Stand with your feet shoulder-width apart, facing the tire. Bend your knees and hinge at the hips, lowering into a squat position. Reach down and grab the bottom edge of the tire with both hands, fingers facing towards you. Engage your glutes and leg muscles, and explosively drive through your legs to lift the tire off the ground. As the tire flips over, use your upper body strength to guide it and maintain control. Once the tire is fully flipped, quickly step back and reset your stance. Repeat for the desired number of repetitions.",False,isolation,tire flip,tire flip,tire flip,tire flip,tire flip,Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; quadriceps; core,exercises-dataset-github,
upper legs,,,beginner,trap bar,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0811-jQGwmxN.gif,0811,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0811-jQGwmxN.jpg,"Stand with your feet shoulder-width apart and the trap bar on the ground in front of you. Bend at the hips and knees to lower yourself down and grip the handles of the trap bar with an overhand grip. Keep your back straight and chest up as you begin to lift the trap bar off the ground by extending your hips and knees. As you lift, focus on driving through your heels and squeezing your glutes at the top of the movement. Lower the trap bar back down to the ground by bending at the hips and knees, keeping your back straight throughout the movement. Repeat for the desired number of repetitions.",False,isolation,trap bar deadlift,trap bar deadlift,trap bar deadlift,trap bar deadlift,trap bar deadlift,Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; quadriceps; lower back,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0814-X6C6i5Y.gif,0814,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0814-X6C6i5Y.jpg,"Sit on the edge of a bench or chair with your hands gripping the edge, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,triceps dip,triceps dip,triceps dip,triceps dip,triceps dip,Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0812-VuoerH0.gif,0812,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0812-VuoerH0.jpg,"Sit on the edge of a bench with your hands gripping the edge, fingers pointing forward. Walk your feet forward, sliding your butt off the bench, and straighten your arms. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Push through your palms to straighten your arms and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,triceps dip (bench leg),triceps dip (bench leg),triceps dip (bench leg),triceps dip (bench leg),triceps dip (bench leg),Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0813-Wgbn9qo.gif,0813,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0813-Wgbn9qo.jpg,"Sit on a bench with your hands gripping the edge of the bench, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,triceps dip (between benches),triceps dip (between benches),triceps dip (between benches),triceps dip (between benches),triceps dip (between benches),Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0815-7aVz15j.gif,0815,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0815-7aVz15j.jpg,"Sit on the edge of a chair or bench with your hands next to your hips, fingers pointing forward. Slide your butt off the front of the chair with your legs extended in front of you. Straighten your arms, keeping a little bend in your elbows to keep tension on your triceps and off your elbow joints. Slowly bend your elbows to lower your body toward the floor until your elbows are at about a 90-degree angle. Once you reach the bottom of the movement, press down into the chair to straighten your elbows, returning to the starting position. Repeat for the desired number of repetitions.",False,isolation,triceps dips floor,triceps dips floor,triceps dips floor,triceps dips floor,triceps dips floor,Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0816-fSrPP6B.gif,0816,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0816-fSrPP6B.jpg,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out in front of you, parallel to the ground. Bend your elbows and lower your body towards the ground, keeping your upper arms close to your sides. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,triceps press,triceps press,triceps press,triceps press,triceps press,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
upper arms,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0817-uOV3Itw.gif,0817,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0817-uOV3Itw.jpg,"Stand or sit upright with your back straight. Extend one arm overhead, bending it at the elbow. Place your opposite hand on the bent elbow and gently pull it towards your head. Hold the stretch for 15-30 seconds, feeling a gentle stretch in your triceps. Release the stretch and repeat on the other arm.",False,isolation,triceps stretch,triceps stretch,triceps stretch,triceps stretch,triceps stretch,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0871-BMMolZ3.gif,0871,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0871-BMMolZ3.jpg,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, lift your shoulder blades off the ground and bring your knees towards your chest, simultaneously curling your upper body towards your knees. Pause for a moment at the top, then slowly lower your shoulder blades and extend your legs back to the starting position. Repeat for the desired number of repetitions.",False,isolation,tuck crunch,tuck crunch,tuck crunch,tuck crunch,tuck crunch,Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0818-rkg41Fb.gif,0818,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0818-rkg41Fb.jpg,"Adjust the seat height and position yourself facing the cable machine. Grasp the handles with an overhand grip, hands shoulder-width apart. Sit down and position your thighs under the thigh pads, keeping your feet flat on the floor. Lean back slightly and keep your chest up, maintaining a neutral spine. Pull the handles down towards your upper chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, feeling the contraction in your lats. Slowly release the handles and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,twin handle parallel grip lat pulldown,twin handle parallel grip lat pulldown,twin handle parallel grip lat pulldown,twin handle parallel grip lat pulldown,twin handle parallel grip lat pulldown,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; rhomboids; rear deltoids,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1466-AX1kB0o.gif,1466,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1466-AX1kB0o.jpg,"Lie on your back with your knees bent and feet flat on the ground. Place your hands by your sides for support. Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. While keeping your hips lifted, twist your lower body to the right side, bringing your knees towards the ground. Return to the starting position and repeat the twist to the left side. Continue alternating twists for the desired number of repetitions.",False,isolation,twist hip lift,twist hip lift,twist hip lift,twist hip lift,twist hip lift,Imported from rahulsaroh/exercises-dataset.,obliques,,obliques; hamstrings,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2802-C0eCeEt.gif,2802,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2802-C0eCeEt.jpg,"Lie flat on your back with your legs extended and your arms by your sides. Place your hands under your glutes for support. Engage your abs and lift both legs off the ground, keeping them straight. As you lift your legs, twist your hips to one side, bringing your legs towards your opposite shoulder. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat the movement, this time twisting your hips to the other side. Continue alternating sides for the desired number of repetitions.",False,isolation,twisted leg raise,twisted leg raise,twisted leg raise,twisted leg raise,twisted leg raise,Imported from rahulsaroh/exercises-dataset.,obliques,,obliques; hip flexors,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2801-yT9tk17.gif,2801,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2801-yT9tk17.jpg,"Lie flat on your back with your legs extended and your arms by your sides. Bend your knees and lift your legs off the ground, bringing them towards your chest. As you lift your legs, twist your hips to one side, bringing your knees towards your opposite shoulder. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat the movement, this time twisting your hips to the other side. Continue alternating sides for the desired number of repetitions.",False,isolation,twisted leg raise (female),twisted leg raise (female),twisted leg raise (female),twisted leg raise (female),twisted leg raise (female),Imported from rahulsaroh/exercises-dataset.,obliques,,obliques; hip flexors,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3231-p195zsJ.gif,3231,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3231-p195zsJ.jpg,"Stand with your feet shoulder-width apart and your arms extended out to the sides. Bend forward at the waist, keeping your back straight and your knees slightly bent. Reach down towards your toes with both hands, keeping your legs straight. Pause for a moment at the bottom, then slowly return to the starting position. Repeat for the desired number of repetitions.",False,isolation,two toe touch (male),two toe touch (male),two toe touch (male),two toe touch (male),two toe touch (male),Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; glutes,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1365-GSDioYu.gif,1365,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1365-GSDioYu.jpg,"Stand up straight with your feet shoulder-width apart. Extend your arms straight in front of you, parallel to the ground. Interlace your fingers and rotate your palms away from your body. Slowly raise your arms overhead, keeping them straight and parallel to each other. As you raise your arms, squeeze your shoulder blades together. Hold the stretch for 15-30 seconds, then release and repeat.",False,isolation,upper back stretch,upper back stretch,upper back stretch,upper back stretch,upper back stretch,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
back,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1366-01qpYSe.gif,1366,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1366-01qpYSe.jpg,"Lie face down on the floor with your legs extended behind you. Place your hands on the floor next to your lower ribs, fingers pointing forward. Press your hands firmly into the floor and straighten your arms, lifting your torso and thighs off the ground. Roll your shoulders back and down, opening your chest and lifting your gaze towards the ceiling. Hold this position for a few breaths, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,upward facing dog,upward facing dog,upward facing dog,upward facing dog,upward facing dog,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; chest,exercises-dataset-github,
